datetime,ghi,SZA,TOA,cams,lsasaf
2017-11-03 15:15:00,1051.156,12.721021517076931,1351.3216628247767,1065.4036,1057.1
2017-11-03 15:30:00,865.7080000000001,10.443131290240446,1362.378619100993,1062.8188,1067.6
2017-11-03 15:45:00,901.8886666666666,9.016193344578022,1368.2091632675256,1031.8912,1055.4
2017-11-03 16:00:00,726.644,8.862035967173377,1368.788328039131,995.2664,1054.7001
2017-11-03 16:15:00,1023.0653333333332,10.039526857654213,1364.1136333433426,945.8496,1046.3
2017-11-03 16:30:00,807.5906666666667,12.167602637876566,1354.2050969405198,949.3712,1013.4
2017-11-03 16:45:00,1119.0126666666663,14.842127662351992,1339.1051487047257,933.4116,994.0
2017-11-03 17:00:00,1080.282,17.817752731202663,1318.8784489324926,938.2792,989.10004
2017-11-03 17:15:00,764.8566666666667,20.965551928642668,1293.611611457504,862.4096,959.3
2017-11-03 17:30:00,745.8420000000001,24.21724702929751,1263.4128327568637,722.0128,755.2
2017-11-03 17:45:00,467.182,27.534720288647204,1228.4114286371685,679.5452,778.4
2017-11-03 18:00:00,790.614,30.895365180217556,1188.7572804843721,630.2216,754.10004
2017-11-03 18:15:00,551.9073333333333,34.28497791013077,1144.6201934486808,498.4252,614.0
2017-11-03 18:30:00,377.338,37.694147097182395,1096.18916931283,434.8004,576.2
2017-11-03 18:45:00,445.36,41.11632144185374,1043.6715971574354,392.9228,576.9
2017-11-03 19:00:00,357.8226666666667,44.546721775635596,987.2923652891113,303.982,450.9
2017-11-03 19:15:00,416.0373333333334,47.98169915460452,927.2928982342144,271.9096,444.80002
2017-11-03 19:30:00,230.00933333333336,51.41833935225761,863.9301229219598,323.9224,478.4
2017-11-03 19:45:00,127.48266666666667,54.85420892823401,797.4753684838646,314.3996,485.5
2017-11-03 20:00:00,147.46066666666667,58.287185392640964,728.2132043807526,224.6708,393.2
2017-11-03 20:15:00,266.6533333333333,61.71533864785114,656.4402218326339,147.3976,245.8
2017-11-03 20:30:00,155.08266666666665,65.136844239106,582.4637637695683,180.5012,242.1
2017-11-03 20:45:00,122.51,68.54991641798277,506.60060874205465,141.6296,211.3
2017-11-03 21:00:00,97.468,71.95275332410989,429.175614426644,63.1252,131.1
2017-11-03 21:15:00,78.08733333333333,75.3434891173362,350.5203265354959,17.5788,77.5
2017-11-03 21:30:00,49.52466666666667,78.72014939044509,270.9715590867404,12.0812,68.8
2017-11-04 10:30:00,24.90928571428572,75.98170275333402,335.72651495015987,20.3516,123.8
2017-11-04 10:45:00,39.654,72.59704516745566,414.5304933210028,24.2724,164.2
2017-11-04 11:00:00,36.79466666666666,69.1994997997459,492.1797640230285,27.436,173.6
2017-11-04 11:15:00,38.949333333333335,65.79094395467436,568.3418209581574,31.0424,201.90001
2017-11-04 11:30:00,87.87133333333333,62.373173852147886,642.6905265059821,34.5416,213.5
2017-11-04 11:45:00,218.174,58.94795001602024,714.9075080951256,38.0064,213.40001
2017-11-04 12:00:00,346.8833333333333,55.517048117600645,784.6835215234707,41.1724,248.2
2017-11-04 12:15:00,273.872,52.082319789536726,851.7197751893087,44.2152,268.6
